asset_software_id,asset_id,vendor,product,version,cpe,install_source
9334,A01537,docker,engine,6.0,cpe:2.3:a:docker:docker:6.0:*:*:*:*:*:*:*,golden-image
9335,A01538,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,package-manager
9336,A01538,openssl,openssl,unknown,cpe:2.3:a:openssl:openssl:2022:*:*:*:*:*:*:*,golden-image
9337,A01538,apache,http_server,4.0,cpe:2.3:a:apache:http_server:4.0:*:*:*:*:*:*:*,golden-image
9338,A01538,microsoft,sql_server,8.0,cpe:2.3:a:microsoft:sql_server:8.0:*:*:*:*:*:*:*,package-manager
9339,A01538,mysql,mysql,4.0,cpe:2.3:a:oracle:mysql:4.0:*:*:*:*:*:*:*,golden-image
9340,A01538,redhat,enterprise_linux,10.0,cpe:2.3:o:redhat:enterprise_linux:10.0:*:*:*:*:*:*:*,package-manager
9341,A01538,ubuntu,linux,2.1,cpe:2.3:o:canonical:ubuntu_linux:2.1:*:*:*:*:*:*:*,golden-image
9342,A01538,elastic,elasticsearch,1.0,cpe:2.3:a:elastic:elasticsearch:1.0:*:*:*:*:*:*:*,package-manager
9343,A01538,docker,engine,11.0,cpe:2.3:a:docker:docker:11.0:*:*:*:*:*:*:*,manual
9344,A01539,docker,engine,2.0,cpe:2.3:a:docker:docker:2.0:*:*:*:*:*:*:*,golden-image
9345,A01539,openssl,openssl,10.0,cpe:2.3:a:openssl:openssl:10.0:*:*:*:*:*:*:*,golden-image
9346,A01539,kubernetes,kubernetes,8.0,cpe:2.3:a:kubernetes:kubernetes:8.0:*:*:*:*:*:*:*,package-manager
9347,A01539,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,golden-image
9348,A01539,postgresql,postgresql,2019,cpe:2.3:a:postgresql:postgresql:2019:*:*:*:*:*:*:*,package-manager
9349,A01539,nginx,nginx,3.1,cpe:2.3:a:nginx:nginx:3.1:*:*:*:*:*:*:*,golden-image
9350,A01539,redhat,enterprise_linux,12.0,cpe:2.3:o:redhat:enterprise_linux:12.0:*:*:*:*:*:*:*,manual
9351,A01539,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,golden-image
9352,A01539,kibana,kibana,9.0,,golden-image
9353,A01540,microsoft,sql_server,11.0,cpe:2.3:a:microsoft:sql_server:11.0:*:*:*:*:*:*:*,golden-image
9354,A01540,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,golden-image
9355,A01540,kibana,kibana,1.0,cpe:2.3:a:elastic:kibana:1.0:*:*:*:*:*:*:*,golden-image
9356,A01540,microsoft,windows_server,1.2,cpe:2.3:o:microsoft:windows_server:1.2:*:*:*:*:*:*:*,golden-image
9357,A01540,redhat,enterprise_linux,2019,cpe:2.3:o:redhat:enterprise_linux:2019:*:*:*:*:*:*:*,golden-image
9358,A01540,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,golden-image
9359,A01540,mysql,mysql,3.0,cpe:2.3:a:oracle:mysql:3.0:*:*:*:*:*:*:*,golden-image
9360,A01540,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,golden-image
9361,A01540,docker,engine,2.0,cpe:2.3:a:docker:docker:2.0:*:*:*:*:*:*:*,golden-image
9362,A01541,apache,http_server,1.2,cpe:2.3:a:apache:http_server:1.2:*:*:*:*:*:*:*,manual
9363,A01541,postgresql,postgresql,8.0,cpe:2.3:a:postgresql:postgresql:8.0:*:*:*:*:*:*:*,package-manager
9364,A01541,microsoft,windows_server,2019,cpe:2.3:o:microsoft:windows_server:2019:*:*:*:*:*:*:*,golden-image
9365,A01541,docker,engine,2016,cpe:2.3:a:docker:docker:2016:*:*:*:*:*:*:*,golden-image
9366,A01541,nginx,nginx,4.0,cpe:2.3:a:nginx:nginx:4.0:*:*:*:*:*:*:*,golden-image
9367,A01541,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,manual
9368,A01542,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
9369,A01542,kibana,kibana,1.0,cpe:2.3:a:elastic:kibana:1.0:*:*:*:*:*:*:*,package-manager
9370,A01542,docker,engine,1.1,cpe:2.3:a:docker:docker:1.1:*:*:*:*:*:*:*,golden-image
9371,A01542,elastic,elasticsearch,5.0,cpe:2.3:a:elastic:elasticsearch:5.0:*:*:*:*:*:*:*,manual
9372,A01542,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,package-manager
9373,A01542,vmware,esxi,1.2,cpe:2.3:o:vmware:esxi:1.2:*:*:*:*:*:*:*,package-manager
9374,A01542,openssl,openssl,7.0,cpe:2.3:a:openssl:openssl:7.0:*:*:*:*:*:*:*,golden-image
9375,A01543,postgresql,postgresql,7.0,cpe:2.3:a:postgresql:postgresql:7.0:*:*:*:*:*:*:*,golden-image
9376,A01543,ubuntu,linux,5.0,cpe:2.3:o:canonical:ubuntu_linux:5.0:*:*:*:*:*:*:*,package-manager
9377,A01543,kubernetes,kubernetes,2.1,cpe:2.3:a:kubernetes:kubernetes:2.1:*:*:*:*:*:*:*,package-manager
9378,A01543,openssl,openssl,2019,cpe:2.3:a:openssl:openssl:2019:*:*:*:*:*:*:*,package-manager
9379,A01543,kibana,kibana,3.0,cpe:2.3:a:elastic:kibana:3.0:*:*:*:*:*:*:*,manual
9380,A01544,microsoft,sql_server,2016,cpe:2.3:a:microsoft:sql_server:2016:*:*:*:*:*:*:*,package-manager
9381,A01544,ubuntu,linux,4.0,cpe:2.3:o:canonical:ubuntu_linux:4.0:*:*:*:*:*:*:*,package-manager
9382,A01544,kubernetes,kubernetes,3.1,cpe:2.3:a:kubernetes:kubernetes:3.1:*:*:*:*:*:*:*,golden-image
9383,A01544,nginx,nginx,10.0,cpe:2.3:a:nginx:nginx:10.0:*:*:*:*:*:*:*,package-manager
9384,A01544,microsoft,windows_server,7.0,cpe:2.3:o:microsoft:windows_server:7.0:*:*:*:*:*:*:*,package-manager
9385,A01545,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,package-manager
9386,A01545,ubuntu,linux,1.0,cpe:2.3:o:canonical:ubuntu_linux:1.0:*:*:*:*:*:*:*,package-manager
9387,A01545,openssl,openssl,12.0,cpe:2.3:a:openssl:openssl:12.0:*:*:*:*:*:*:*,package-manager
9388,A01545,redhat,enterprise_linux,3.1,cpe:2.3:o:redhat:enterprise_linux:3.1:*:*:*:*:*:*:*,golden-image
9389,A01545,kibana,kibana,9.0,cpe:2.3:a:elastic:kibana:9.0:*:*:*:*:*:*:*,golden-image
9390,A01545,nginx,nginx,11.0,cpe:2.3:a:nginx:nginx:11.0:*:*:*:*:*:*:*,manual
9391,A01545,apache,http_server,2019,cpe:2.3:a:apache:http_server:2019:*:*:*:*:*:*:*,package-manager
9392,A01545,elastic,elasticsearch,9.0,cpe:2.3:a:elastic:elasticsearch:9.0:*:*:*:*:*:*:*,package-manager
9393,A01545,microsoft,windows_server,10.0,cpe:2.3:o:microsoft:windows_server:10.0:*:*:*:*:*:*:*,manual
9394,A01546,docker,engine,1.0,cpe:2.3:a:docker:docker:1.0:*:*:*:*:*:*:*,golden-image
9395,A01546,microsoft,windows_server,1.2,cpe:2.3:o:microsoft:windows_server:1.2:*:*:*:*:*:*:*,golden-image
9396,A01546,vmware,esxi,3.0,cpe:2.3:o:vmware:esxi:3.0:*:*:*:*:*:*:*,package-manager
9397,A01546,postgresql,postgresql,5.0,cpe:2.3:a:postgresql:postgresql:5.0:*:*:*:*:*:*:*,manual
9398,A01546,apache,http_server,2.0,cpe:2.3:a:apache:http_server:2.0:*:*:*:*:*:*:*,package-manager
9399,A01547,apache,http_server,2022,cpe:2.3:a:apache:http_server:2022:*:*:*:*:*:*:*,package-manager
9400,A01547,microsoft,windows_server,3.1,cpe:2.3:o:microsoft:windows_server:3.1:*:*:*:*:*:*:*,golden-image
9401,A01547,mysql,mysql,2.0,cpe:2.3:a:oracle:mysql:2.0:*:*:*:*:*:*:*,golden-image
9402,A01547,elastic,elasticsearch,2.1,cpe:2.3:a:elastic:elasticsearch:2.1:*:*:*:*:*:*:*,package-manager
9403,A01547,kubernetes,kubernetes,10.0,cpe:2.3:a:kubernetes:kubernetes:10.0:*:*:*:*:*:*:*,golden-image
9404,A01547,vmware,esxi,8.0,cpe:2.3:o:vmware:esxi:8.0:*:*:*:*:*:*:*,golden-image
9405,A01547,nginx,nginx,6.0,cpe:2.3:a:nginx:nginx:6.0:*:*:*:*:*:*:*,package-manager
9406,A01547,microsoft,sql_server,1.2,cpe:2.3:a:microsoft:sql_server:1.2:*:*:*:*:*:*:*,manual
9407,A01548,ubuntu,linux,10.0,cpe:2.3:o:canonical:ubuntu_linux:10.0:*:*:*:*:*:*:*,package-manager
9408,A01548,apache,http_server,2022,cpe:2.3:a:apache:http_server:2022:*:*:*:*:*:*:*,golden-image
9409,A01548,microsoft,sql_server,9.0,cpe:2.3:a:microsoft:sql_server:9.0:*:*:*:*:*:*:*,golden-image
9410,A01548,vmware,esxi,4.0,cpe:2.3:o:vmware:esxi:4.0:*:*:*:*:*:*:*,golden-image
9411,A01548,redhat,enterprise_linux,3.0,cpe:2.3:o:redhat:enterprise_linux:3.0:*:*:*:*:*:*:*,golden-image
9412,A01549,nginx,nginx,10.0,cpe:2.3:a:nginx:nginx:10.0:*:*:*:*:*:*:*,manual
9413,A01549,docker,engine,10.0,cpe:2.3:a:docker:docker:10.0:*:*:*:*:*:*:*,package-manager
9414,A01549,kibana,kibana,5.0,cpe:2.3:a:elastic:kibana:5.0:*:*:*:*:*:*:*,golden-image
9415,A01549,elastic,elasticsearch,9.0,cpe:2.3:a:elastic:elasticsearch:9.0:*:*:*:*:*:*:*,golden-image
9416,A01549,postgresql,postgresql,5.0,cpe:2.3:a:postgresql:postgresql:5.0:*:*:*:*:*:*:*,golden-image
9417,A01549,microsoft,sql_server,3.1,cpe:2.3:a:microsoft:sql_server:3.1:*:*:*:*:*:*:*,package-manager
9418,A01549,openssl,openssl,8.0,cpe:2.3:a:openssl:openssl:8.0:*:*:*:*:*:*:*,golden-image
9419,A01550,elastic,elasticsearch,5.0,cpe:2.3:a:elastic:elasticsearch:5.0:*:*:*:*:*:*:*,package-manager
9420,A01550,postgresql,postgresql,5.0,cpe:2.3:a:postgresql:postgresql:5.0:*:*:*:*:*:*:*,package-manager
9421,A01550,openssl,openssl,1.0,cpe:2.3:a:openssl:openssl:1.0:*:*:*:*:*:*:*,golden-image
9422,A01550,vmware,esxi,2019,cpe:2.3:o:vmware:esxi:2019:*:*:*:*:*:*:*,golden-image
9423,A01550,ubuntu,linux,11.0,cpe:2.3:o:canonical:ubuntu_linux:11.0:*:*:*:*:*:*:*,package-manager
9424,A01550,redhat,enterprise_linux,2016,cpe:2.3:o:redhat:enterprise_linux:2016:*:*:*:*:*:*:*,golden-image
9425,A01550,nginx,nginx,1.1,cpe:2.3:a:nginx:nginx:1.1:*:*:*:*:*:*:*,package-manager
9426,A01550,apache,http_server,3.0,cpe:2.3:a:apache:http_server:3.0:*:*:*:*:*:*:*,package-manager
9427,A01551,microsoft,windows_server,6.0,cpe:2.3:o:microsoft:windows_server:6.0:*:*:*:*:*:*:*,package-manager
9428,A01551,mysql,mysql,7.0,cpe:2.3:a:oracle:mysql:7.0:*:*:*:*:*:*:*,package-manager
9429,A01551,kubernetes,kubernetes,1.1,cpe:2.3:a:kubernetes:kubernetes:1.1:*:*:*:*:*:*:*,package-manager
9430,A01551,ubuntu,linux,2.1,cpe:2.3:o:canonical:ubuntu_linux:2.1:*:*:*:*:*:*:*,package-manager
9431,A01552,vmware,esxi,2016,cpe:2.3:o:vmware:esxi:2016:*:*:*:*:*:*:*,golden-image
9432,A01552,ubuntu,linux,10.0,cpe:2.3:o:canonical:ubuntu_linux:10.0:*:*:*:*:*:*:*,package-manager
9433,A01552,kubernetes,kubernetes,1.2,cpe:2.3:a:kubernetes:kubernetes:1.2:*:*:*:*:*:*:*,manual
9434,A01553,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,manual
9435,A01553,microsoft,sql_server,4.0,cpe:2.3:a:microsoft:sql_server:4.0:*:*:*:*:*:*:*,golden-image
9436,A01553,docker,engine,1.1,cpe:2.3:a:docker:docker:1.1:*:*:*:*:*:*:*,golden-image
9437,A01554,apache,http_server,2016,cpe:2.3:a:apache:http_server:2016:*:*:*:*:*:*:*,package-manager
9438,A01554,mysql,mysql,5.0,cpe:2.3:a:oracle:mysql:5.0:*:*:*:*:*:*:*,golden-image
9439,A01554,microsoft,windows_server,5.0,cpe:2.3:o:microsoft:windows_server:5.0:*:*:*:*:*:*:*,golden-image
9440,A01555,nginx,nginx,1.2,cpe:2.3:a:nginx:nginx:1.2:*:*:*:*:*:*:*,package-manager
9441,A01555,kubernetes,kubernetes,7.0,cpe:2.3:a:kubernetes:kubernetes:7.0:*:*:*:*:*:*:*,manual
9442,A01555,kibana,kibana,1.2,cpe:2.3:a:elastic:kibana:1.2:*:*:*:*:*:*:*,manual
9443,A01555,redhat,enterprise_linux,5.0,cpe:2.3:o:redhat:enterprise_linux:5.0:*:*:*:*:*:*:*,golden-image
9444,A01555,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,golden-image
9445,A01555,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,package-manager
9446,A01555,mysql,mysql,2.1,cpe:2.3:a:oracle:mysql:2.1:*:*:*:*:*:*:*,manual
9447,A01555,ubuntu,linux,7.0,cpe:2.3:o:canonical:ubuntu_linux:7.0:*:*:*:*:*:*:*,golden-image
9448,A01555,microsoft,windows_server,6.0,cpe:2.3:o:microsoft:windows_server:6.0:*:*:*:*:*:*:*,package-manager
9449,A01556,kibana,kibana,2019,cpe:2.3:a:elastic:kibana:2019:*:*:*:*:*:*:*,package-manager
9450,A01556,microsoft,windows_server,2019,cpe:2.3:o:microsoft:windows_server:2019:*:*:*:*:*:*:*,package-manager
9451,A01556,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,package-manager
9452,A01556,docker,engine,6.0,cpe:2.3:a:docker:docker:6.0:*:*:*:*:*:*:*,package-manager
9453,A01557,apache,http_server,11.0,cpe:2.3:a:apache:http_server:11.0:*:*:*:*:*:*:*,golden-image
9454,A01557,nginx,nginx,3.0,cpe:2.3:a:nginx:nginx:3.0:*:*:*:*:*:*:*,golden-image
9455,A01557,mysql,mysql,7.0,cpe:2.3:a:oracle:mysql:7.0:*:*:*:*:*:*:*,package-manager
9456,A01558,kubernetes,kubernetes,5.0,cpe:2.3:a:kubernetes:kubernetes:5.0:*:*:*:*:*:*:*,package-manager
9457,A01558,elastic,elasticsearch,8.0,cpe:2.3:a:elastic:elasticsearch:8.0:*:*:*:*:*:*:*,golden-image
9458,A01558,docker,engine,2019,cpe:2.3:a:docker:docker:2019:*:*:*:*:*:*:*,manual
9459,A01558,kibana,kibana,1.1,cpe:2.3:a:elastic:kibana:1.1:*:*:*:*:*:*:*,package-manager
9460,A01558,nginx,nginx,12.0,cpe:2.3:a:nginx:nginx:12.0:*:*:*:*:*:*:*,golden-image
9461,A01558,ubuntu,linux,11.0,cpe:2.3:o:canonical:ubuntu_linux:11.0:*:*:*:*:*:*:*,golden-image
9462,A01559,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,golden-image
9463,A01559,ubuntu,linux,1.2,cpe:2.3:o:canonical:ubuntu_linux:1.2:*:*:*:*:*:*:*,manual
9464,A01559,elastic,elasticsearch,3.0,cpe:2.3:a:elastic:elasticsearch:3.0:*:*:*:*:*:*:*,package-manager
9465,A01559,kibana,kibana,7.0,cpe:2.3:a:elastic:kibana:7.0:*:*:*:*:*:*:*,package-manager
9466,A01559,docker,engine,3.1,cpe:2.3:a:docker:docker:3.1:*:*:*:*:*:*:*,package-manager
9467,A01559,microsoft,windows_server,7.0,cpe:2.3:o:microsoft:windows_server:7.0:*:*:*:*:*:*:*,package-manager
9468,A01559,nginx,nginx,2022,cpe:2.3:a:nginx:nginx:2022:*:*:*:*:*:*:*,golden-image
9469,A01559,mysql,mysql,7.0,cpe:2.3:a:oracle:mysql:7.0:*:*:*:*:*:*:*,package-manager
9470,A01560,ubuntu,linux,6.0,cpe:2.3:o:canonical:ubuntu_linux:6.0:*:*:*:*:*:*:*,package-manager
9471,A01560,docker,engine,1.1,cpe:2.3:a:docker:docker:1.1:*:*:*:*:*:*:*,package-manager
9472,A01560,openssl,openssl,12.0,cpe:2.3:a:openssl:openssl:12.0:*:*:*:*:*:*:*,golden-image
9473,A01560,kibana,kibana,10.0,cpe:2.3:a:elastic:kibana:10.0:*:*:*:*:*:*:*,package-manager
9474,A01560,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,golden-image
9475,A01561,mysql,mysql,2016,cpe:2.3:a:oracle:mysql:2016:*:*:*:*:*:*:*,package-manager
9476,A01561,kubernetes,kubernetes,2.1,cpe:2.3:a:kubernetes:kubernetes:2.1:*:*:*:*:*:*:*,manual
9477,A01561,elastic,elasticsearch,1.1,cpe:2.3:a:elastic:elasticsearch:1.1:*:*:*:*:*:*:*,golden-image
9478,A01561,microsoft,sql_server,1.1,cpe:2.3:a:microsoft:sql_server:1.1:*:*:*:*:*:*:*,golden-image
9479,A01561,kibana,kibana,2022,cpe:2.3:a:elastic:kibana:2022:*:*:*:*:*:*:*,package-manager
9480,A01561,ubuntu,linux,7.0,cpe:2.3:o:canonical:ubuntu_linux:7.0:*:*:*:*:*:*:*,golden-image
9481,A01561,docker,engine,11.0,cpe:2.3:a:docker:docker:11.0:*:*:*:*:*:*:*,package-manager
9482,A01562,apache,http_server,4.0,cpe:2.3:a:apache:http_server:4.0:*:*:*:*:*:*:*,package-manager
9483,A01562,redhat,enterprise_linux,11.0,cpe:2.3:o:redhat:enterprise_linux:11.0:*:*:*:*:*:*:*,golden-image
9484,A01562,openssl,openssl,10.0,cpe:2.3:a:openssl:openssl:10.0:*:*:*:*:*:*:*,golden-image
9485,A01563,redhat,enterprise_linux,9.0,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,golden-image
9486,A01563,openssl,openssl,12.0,cpe:2.3:a:openssl:openssl:12.0:*:*:*:*:*:*:*,package-manager
9487,A01563,apache,http_server,3.0,cpe:2.3:a:apache:http_server:3.0:*:*:*:*:*:*:*,golden-image
9488,A01563,elastic,elasticsearch,12.0,cpe:2.3:a:elastic:elasticsearch:12.0:*:*:*:*:*:*:*,golden-image
9489,A01564,kubernetes,kubernetes,2.1,cpe:2.3:a:kubernetes:kubernetes:2.1:*:*:*:*:*:*:*,golden-image
9490,A01564,mysql,mysql,10.0,cpe:2.3:a:oracle:mysql:10.0:*:*:*:*:*:*:*,golden-image
9491,A01564,redhat,enterprise_linux,9.0,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,package-manager
9492,A01564,nginx,nginx,9.0,cpe:2.3:a:nginx:nginx:9.0:*:*:*:*:*:*:*,golden-image
9493,A01564,microsoft,sql_server,3.0,cpe:2.3:a:microsoft:sql_server:3.0:*:*:*:*:*:*:*,golden-image
9494,A01564,microsoft,windows_server,5.0,cpe:2.3:o:microsoft:windows_server:5.0:*:*:*:*:*:*:*,golden-image
9495,A01564,openssl,openssl,2022,cpe:2.3:a:openssl:openssl:2022:*:*:*:*:*:*:*,package-manager
9496,A01564,kibana,kibana,5.0,cpe:2.3:a:elastic:kibana:5.0:*:*:*:*:*:*:*,golden-image
9497,A01564,elastic,elasticsearch,2019,cpe:2.3:a:elastic:elasticsearch:2019:*:*:*:*:*:*:*,golden-image
9498,A01565,apache,http_server,4.0,cpe:2.3:a:apache:http_server:4.0:*:*:*:*:*:*:*,package-manager
9499,A01565,vmware,esxi,1.2,cpe:2.3:o:vmware:esxi:1.2:*:*:*:*:*:*:*,package-manager
9500,A01565,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,golden-image
9501,A01565,microsoft,windows_server,1.1,cpe:2.3:o:microsoft:windows_server:1.1:*:*:*:*:*:*:*,package-manager
9502,A01565,docker,engine,6.0,cpe:2.3:a:docker:docker:6.0:*:*:*:*:*:*:*,golden-image
9503,A01565,microsoft,sql_server,12.0,cpe:2.3:a:microsoft:sql_server:12.0:*:*:*:*:*:*:*,package-manager
9504,A01565,openssl,openssl,3.1,cpe:2.3:a:openssl:openssl:3.1:*:*:*:*:*:*:*,golden-image
9505,A01565,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,package-manager
9506,A01566,apache,http_server,10.0,cpe:2.3:a:apache:http_server:10.0:*:*:*:*:*:*:*,golden-image
9507,A01566,openssl,openssl,1.0,cpe:2.3:a:openssl:openssl:1.0:*:*:*:*:*:*:*,package-manager
9508,A01566,docker,engine,6.0,cpe:2.3:a:docker:docker:6.0:*:*:*:*:*:*:*,package-manager
9509,A01566,microsoft,windows_server,6.0,cpe:2.3:o:microsoft:windows_server:6.0:*:*:*:*:*:*:*,package-manager
9510,A01566,vmware,esxi,2.0,cpe:2.3:o:vmware:esxi:2.0:*:*:*:*:*:*:*,golden-image
9511,A01566,elastic,elasticsearch,3.1,cpe:2.3:a:elastic:elasticsearch:3.1:*:*:*:*:*:*:*,manual
9512,A01567,kibana,kibana,1.1,cpe:2.3:a:elastic:kibana:1.1:*:*:*:*:*:*:*,manual
9513,A01567,docker,engine,4.0,cpe:2.3:a:docker:docker:4.0:*:*:*:*:*:*:*,golden-image
9514,A01567,kubernetes,kubernetes,1.0,cpe:2.3:a:kubernetes:kubernetes:1.0:*:*:*:*:*:*:*,golden-image
9515,A01567,postgresql,postgresql,11.0,cpe:2.3:a:postgresql:postgresql:11.0:*:*:*:*:*:*:*,golden-image
9516,A01567,apache,http_server,2.1,cpe:2.3:a:apache:http_server:2.1:*:*:*:*:*:*:*,golden-image
9517,A01567,ubuntu,linux,1.1,cpe:2.3:o:canonical:ubuntu_linux:1.1:*:*:*:*:*:*:*,golden-image
9518,A01567,mysql,mysql,9.0,cpe:2.3:a:oracle:mysql:9.0:*:*:*:*:*:*:*,manual
9519,A01567,microsoft,windows_server,2016,,manual
9520,A01568,microsoft,sql_server,2022,cpe:2.3:a:microsoft:sql_server:2022:*:*:*:*:*:*:*,manual
9521,A01568,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,manual
9522,A01568,openssl,openssl,2016,cpe:2.3:a:openssl:openssl:2016:*:*:*:*:*:*:*,golden-image
9523,A01568,postgresql,postgresql,11.0,cpe:2.3:a:postgresql:postgresql:11.0:*:*:*:*:*:*:*,package-manager
9524,A01568,elastic,elasticsearch,5.0,cpe:2.3:a:elastic:elasticsearch:5.0:*:*:*:*:*:*:*,golden-image
9525,A01568,microsoft,windows_server,1.1,cpe:2.3:o:microsoft:windows_server:1.1:*:*:*:*:*:*:*,golden-image
9526,A01568,redhat,enterprise_linux,4.0,cpe:2.3:o:redhat:enterprise_linux:4.0:*:*:*:*:*:*:*,manual
9527,A01568,docker,engine,2019,cpe:2.3:a:docker:docker:2019:*:*:*:*:*:*:*,package-manager
9528,A01568,apache,http_server,11.0,cpe:2.3:a:apache:http_server:11.0:*:*:*:*:*:*:*,package-manager
9529,A01569,redhat,enterprise_linux,9.0,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,package-manager
9530,A01569,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,golden-image
9531,A01569,elastic,elasticsearch,7.0,cpe:2.3:a:elastic:elasticsearch:7.0:*:*:*:*:*:*:*,package-manager
9532,A01569,kubernetes,kubernetes,2016,cpe:2.3:a:kubernetes:kubernetes:2016:*:*:*:*:*:*:*,package-manager
9533,A01570,postgresql,postgresql,7.0,cpe:2.3:a:postgresql:postgresql:7.0:*:*:*:*:*:*:*,package-manager
9534,A01570,microsoft,windows_server,2022,cpe:2.3:o:microsoft:windows_server:2022:*:*:*:*:*:*:*,manual
9535,A01570,ubuntu,linux,6.0,cpe:2.3:o:canonical:ubuntu_linux:6.0:*:*:*:*:*:*:*,package-manager
9536,A01570,openssl,openssl,8.0,cpe:2.3:a:openssl:openssl:8.0:*:*:*:*:*:*:*,manual
9537,A01570,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,package-manager
9538,A01570,elastic,elasticsearch,2022,cpe:2.3:a:elastic:elasticsearch:2022:*:*:*:*:*:*:*,golden-image
9539,A01570,kibana,kibana,2.0,cpe:2.3:a:elastic:kibana:2.0:*:*:*:*:*:*:*,golden-image
9540,A01570,vmware,esxi,1.2,cpe:2.3:o:vmware:esxi:1.2:*:*:*:*:*:*:*,package-manager
9541,A01570,apache,http_server,7.0,cpe:2.3:a:apache:http_server:7.0:*:*:*:*:*:*:*,golden-image
9542,A01571,mysql,mysql,10.0,cpe:2.3:a:oracle:mysql:10.0:*:*:*:*:*:*:*,golden-image
9543,A01571,ubuntu,linux,2022,cpe:2.3:o:canonical:ubuntu_linux:2022:*:*:*:*:*:*:*,golden-image
9544,A01571,microsoft,sql_server,4.0,cpe:2.3:a:microsoft:sql_server:4.0:*:*:*:*:*:*:*,package-manager
9545,A01572,docker,engine,2019,cpe:2.3:a:docker:docker:2019:*:*:*:*:*:*:*,package-manager
9546,A01572,kubernetes,kubernetes,7.0,cpe:2.3:a:kubernetes:kubernetes:7.0:*:*:*:*:*:*:*,package-manager
9547,A01572,mysql,mysql,11.0,cpe:2.3:a:oracle:mysql:11.0:*:*:*:*:*:*:*,manual
9548,A01572,redhat,enterprise_linux,4.0,cpe:2.3:o:redhat:enterprise_linux:4.0:*:*:*:*:*:*:*,golden-image
9549,A01572,microsoft,windows_server,7.0,cpe:2.3:o:microsoft:windows_server:7.0:*:*:*:*:*:*:*,package-manager
9550,A01572,ubuntu,linux,2022,cpe:2.3:o:canonical:ubuntu_linux:2022:*:*:*:*:*:*:*,package-manager
9551,A01572,postgresql,postgresql,3.1,cpe:2.3:a:postgresql:postgresql:3.1:*:*:*:*:*:*:*,golden-image
9552,A01572,kibana,kibana,1.2,cpe:2.3:a:elastic:kibana:1.2:*:*:*:*:*:*:*,golden-image
9553,A01573,microsoft,windows_server,2022,cpe:2.3:o:microsoft:windows_server:2022:*:*:*:*:*:*:*,golden-image
9554,A01573,apache,http_server,7.0,cpe:2.3:a:apache:http_server:7.0:*:*:*:*:*:*:*,golden-image
9555,A01573,kibana,kibana,4.0,cpe:2.3:a:elastic:kibana:4.0:*:*:*:*:*:*:*,manual
9556,A01573,nginx,nginx,2019,cpe:2.3:a:nginx:nginx:2019:*:*:*:*:*:*:*,package-manager
9557,A01573,postgresql,postgresql,1.2,cpe:2.3:a:postgresql:postgresql:1.2:*:*:*:*:*:*:*,package-manager
9558,A01573,redhat,enterprise_linux,12.0,cpe:2.3:o:redhat:enterprise_linux:12.0:*:*:*:*:*:*:*,package-manager
9559,A01573,openssl,openssl,3.0,cpe:2.3:a:openssl:openssl:3.0:*:*:*:*:*:*:*,package-manager
9560,A01573,mysql,mysql,1.0,cpe:2.3:a:oracle:mysql:1.0:*:*:*:*:*:*:*,golden-image
